street_name,street_class_code,new_area_code,surface_type_code,Subarea,Subarea EA,line_length,route_no,year_built,os_sheets,road_start,road_finish,Irish
SUIR ROAD,2,4,1,R08,R17,300,R111,0,326311,BULFIN ROAD,SUIR BRIDGE,Bóthar na Súire
SULLIVAN COTTAGES,6,5,2,13,26,64,missing,0,326417,HADDINGTON PLACE,missing,missing
SULLIVAN STREET,6,1,3,1,1,91,missing,0,326302,BLACK STREET,KINAHON STREET,Sráid Uí Shúilleabháin
SUMMER ARCH,7,1,2,9,9,108,missing,0,,SUMMER ARCH,missing,áirse Chríonáin
SUMMER PLACE,7,1,1,9,9,152,missing,0,319821,UPPER RUTLAND STREET,missing,Plás Chríonáin
SUMMER STREET NORTH,6,1,2,9,9,194,missing,0,319821,UPPER RUTLAND STREET,NORTH CIRCULAR ROAD,missing
SUMMER STREET SOUTH,6,4,1,6,6,95,missing,0,326313,MARROWBONE LANE,JOHN STREET SOUTH,missing
SUMMER STREET SOUTH,4,4,1,6,6,108,missing,0,326313,MARROWBONE LANE,JOHN STREET SOUTH,missing
SUMMERHILL,2,1,1,R12,R12,558,R803,0,319821,PORTLAND ROW,GARDINER STREET,Cnoc Chríonáin
SUMMERHILL PARADE,2,1,1,R12,R12,195,R803,0,319816,PORTLAND ROW,BALLYBOUGH ROAD,Paráid Chnoc Críonáin
SUMMERHILL PLACE,6,1,1,14,14,131,missing,0,,RUTLAND STREET LOWER,BUCKINGHAM STREET UPPER,Plás Chnoc Críonáin
SUMMERVILLE PARK,6,5,3,8,21,74,missing,0,332810,RATHMINES ROAD UPPER,missing,missing
SUNBURY GARDENS,6,5,3,6,19,205,missing,0,,DARTRY ROAD,missing,Gairdíní na Gréine
SUNDRIVE PARK,6,4,2,11,19,168,missing,0,332803,SUNDRIVE ROAD,missing,Páirc Griangréine
SUNDRIVE ROAD,3,4,1,R07,R16,1471,missing,0,326322,CRUMLIN ROAD,KIMMAGE ROAD LOWER,Bóthar Griangréine
SUSAN TERRACE,6,4,3,7,7,141,missing,0,,ELENGER TERRACE,O'DONOVAN ROAD,Ardán Shiuí
SUSANVILLE ROAD,6,1,3,15,8,148,missing,0,319816,CLONLIFF ROAD,DISTILLERY ROAD,Bóthar Bhaile Shiuí
SUSSEX ROAD,1,5,3,13,26,377,N011,0,326416,LEESON STREET UPPER,missing,Bóthar Susac
SUSSEX TERRACE,4,5,3,13,26,81,missing,0,326416,SUSSEX ROAD,MESPIL ROAD,Ardán Susac
SWAN ALLEY,7,4,4,6,6,36,missing,0,,HANBURY LANE,THOMAS STREET,Scabhat na hEala
SWAN GROVE,6,5,1,7,20,87,missing,0,326421,MOUNT PLEASANT PLACE,missing,missing
SWAN PLACE,6,5,2,11,24,144,missing,0,326422,LEESON STREET LOWER,missing,Plás na hEala
SWAN YARD,7,5,1,13,5,39,missing,0,,HARRY STREET,missing,Macha na hEala
SWANS NEST AVENUE,6,3,2,11,11,475,missing,0,313314,KILLBARRACK ROAD,SWANS NEST ROAD,missing
SWANS NEST ROAD,6,3,2,11,11,599,missing,0,313313,RAHENY ROAD,GRANGE PARK CRESCENT,missing
SWANVILLE PLACE,6,5,3,3,16,79,missing,0,,RATHMINES ROAD LOWER,missing,Plás Suánbhaile
SWANWARD COURT,6,4,1,,,0,missing,1996,326323,PARNELL ROAD,missing,Cúirt Bhealach na nEalaí
SWEENEY'S TERRACE,6,4,3,7,7,78,missing,0,,MILL STREET,missing,Ardán Mhic Suibhne
SWIFT'S ALLEY,5,4,1,6,6,159,missing,0,,CATHERINE STREET,FRANCIS STREET,Scabhat Swift
SWIFT'S GROVE,6,3,1,2,2,513,missing,0,306424,CLONSHAUGH HEIGHTS,missing,missing
SWIFT'S ROW,3,1,2,12,12,55,missing,0,,ORMOND QUAY LOWER,STRAND STREET GREAT,Rae Swift
SWILLY ROAD,6,1,2,11,19,296,missing,0,319717,CARNLOUGH ROAD,RATHOATH ROAD,Bóthar na Súilí
SWORDS ROAD,2,2,1,R01,R01,1399,R104,0,313211,GRIFFITH AVENUE,SANTRY,Bóthar Suardais
SWORDS ROAD,6,2,2,R01,R01,429,missing,0,313211,GRIFFITH AVENUE,SANTRY,Bóthar Suardais
SWORDS ROAD,1,2,1,R01,R01,1280,N001,0,313211,GRIFFITH AVENUE,SANTRY,Bóthar Suardais
SWORDS STREET,6,1,3,1,1,123,missing,0,,MOIRA ROAD,THOR STREET,Sráid Suardais
SYBIL HILL AVENUE,6,3,2,16,16,140,missing,0,319901,MARYVILLE ROAD,ALL SAINTS ROAD,Ascaill Chnoc Sibile
SYBIL HILL ROAD,2,3,2,16,16,698,R808,0,,HOWTH ROAD,VERNON AVENUE,Bóthar Cnoc Sibile
SYCAMORE PARK,6,2,2,3,3,278,missing,0,,SYCAMORE ROAD,OAKWOOD DRIVE,Páirc Seiceamair
SYCAMORE ROAD,3,2,2,3,3,178,missing,0,313113,GROVE PARK ROAD,JAMESTOWN ROAD,Bóthar Seiceamair
SYCAMORE ROAD,5,2,1,3,3,649,missing,0,313113,GROVE PARK ROAD,JAMESTOWN ROAD,Bóthar Seiceamair
SYCAMORE STREET,7,5,2,9,1,103,missing,0,,ESSEX STREET EAST,DAME STREET,Sráid Seiceamair
SYDENHAM ROAD,6,5,1,14,27,92,missing,0,326423,MERRION ROAD,missing,Bóthar Sydenham
SYDNEY PARADE AVENUE,4,5,3,17,30,206,missing,0,332905,MERRION ROAD,STRAND ROAD,Ascaill Paráid Sydney
SYDNEY PARADE AVENUE,4,5,1,17,30,457,missing,0,332905,MERRION ROAD,STRAND ROAD,Ascaill Paráid Sydney
SYKE'S LANE,7,5,2,4,17,286,missing,0,332809,RATHGAR AVENUE,missing,missing
SYNGE LANE,7,5,2,12,4,210,missing,0,,SYNGE STREET,LENNOX STREET,missing
SYNGE PLACE,7,5,2,12,4,183,missing,0,,HARRINGTON STREET,SYNGE STREET,Plás Singe
SYNGE STREET,4,5,1,11,3,428,missing,0,,PLEASANT'S STREET,LENNOX STREET,Sráid Singe
SYNNOTT PLACE,5,1,3,5,5,90,missing,0,319720,SYNOTT ROW,DOREST STREET LOWER,missing
SYNNOTT ROW,7,1,3,4,4,172,missing,0,319720,INNISFALLEN PARADE,SAINT JOSEPHS STREET,missing
TAAFFES PLACE,6,1,1,13,13,63,missing,0,,ANNESLEY PLACE,missing,missing
TALBOT ARCH,7,1,2,15,15,30,missing,0,,TALBOT LANE,missing,missing
TALBOT LANE,6,1,4,15,15,31,missing,0,,MARLBORO POINT,TALBOT STREET,Lána Talbóid
TALBOT PLACE,4,1,1,14,14,118,missing,0,,STORE STREET,TALBOT STREET,Plás Talbóid
TALBOT STREET,3,1,1,15,15,533,missing,0,326401,AMIENS STREET,MARLBOROUGH STREET,Sráid Talbóid
TANGIER LANE,6,5,1,13,5,82,missing,0,,GRAFTON STREET,missing,Lána Tangier
TARA LAWN,6,3,2,4,4,91,missing,0,313308,CARRAROE AVENUE,missing,Plasóg Teamhrach
TARA STREET,2,5,1,16,8,290,R802,0,326406,PEARSE STREET,GEORGES QUAY,Sráid Teamhrach
TAYLOR'S LANE,6,4,1,2,2,59,missing,0,,SCHOOL STREET,missing,Lána Táiliúr
TEMPLE BAR,3,5,1,9,1,168,missing,0,326310,TEMPLE LANE SOUTH,BEDFORD ROW,Barra an Teampaill
TEMPLE BAR SQUARE,7,5,2,,,0,missing,1995,326310,TEMPLE BAR,missing,missing
TEMPLE COTTAGES,6,1,3,6,6,135,missing,0,319724,TEMPLE LANE,missing,Iostáin an Teampaill
TEMPLE GARDENS,6,5,3,8,21,281,missing,0,332906,PALMERSTON ROAD,MERTON ROAD,Gairdíní an Teampaill
TEMPLE LANE,6,1,3,6,6,59,missing,0,,DOMINICK STREET UPPER,TEMPLE COTTS,missing
TEMPLE LANE NORTH,7,1,2,10,10,59,missing,0,,GARDINER STREET MIDDLE,HILL STREET,missing
TEMPLE LANE NORTH,7,1,3,10,10,47,missing,0,,GARDINER STREET MIDDLE,HILL STREET,missing
TEMPLE LANE SOUTH,5,5,4,9,1,144,missing,0,,DAME STREET,TEMPLE BAR,missing
TEMPLE PARK,6,5,1,8,21,0,missing,0,332911,RICHMOND AVENUE SOUTH,missing,Páirc an Teampaill
TEMPLE PLACE,6,5,2,7,20,119,missing,0,326421,RANELAGH,missing,Plás an Teampaill
TEMPLE ROAD,5,5,3,8,21,691,missing,0,332815,DARTRY ROAD,RICHMOND AVENUE SOUTH,Bóthar an Teampaill
TEMPLE STREET,4,1,1,10,10,168,missing,0,,GEORGES PLACE,GARDINER PLACE,missing
TEMPLE STREET WEST,4,1,1,1,1,135,missing,0,,WOLF TONE QUAY,MONTPELIER HILL,missing
TEMPLE VIEW AVENUE,5,3,1,4,4,447,missing,1994,313302,ELMFIELD AVENUE,missing,Ascaill Radharc an Teampaill
TEMPLE VIEW CLOSE,6,3,1,4,4,125,missing,1994,313302,TEMPLE VIEW GREEN,missing,Clós Radharc an Teampaill
TEMPLE VIEW COPSE,6,3,1,4,4,210,missing,1994,313307,TEMPLE VIEW GREEN,missing,Rosán Radharc an Teampaill
TEMPLE VIEW COURT,6,3,1,4,4,60,missing,1994,313307,TEMPLE VIEW ROW,missing,Cúirt Radharc an Teampaill
TEMPLE VIEW CRESCENT,6,3,1,4,4,100,missing,1994,313302,TEMPLE VIEW RISE,missing,Corrán Radharc an Teampaill
TEMPLE VIEW DOWNS,6,3,1,4,4,110,missing,1994,313302,TEMPLE VIEW GREEN,missing,Mulláin Radharc an Teampaill
TEMPLE VIEW DRIVE,6,3,1,4,4,70,missing,1994,,TEMPLE VIEW WALK,missing,Céide Radharc an Teampaill
TEMPLE VIEW GREEN,5,3,1,4,4,500,missing,1994,313302,TEMPLE VIEW AVENUE,TEMPLE VIEW ROW,Faiche Radharc an Teampaill
TEMPLE VIEW GROVE,6,3,1,4,4,110,missing,1994,313302,TEMPLE VIEW GREEN,missing,Garrán Radharc an Teampaill
TEMPLE VIEW LAWN,6,3,1,4,4,120,missing,1994,313307,TEMPLE VIEW ROW,missing,Plásóg Radharc an Teampaill
TEMPLE VIEW PARK,5,3,1,4,4,380,missing,1994,313302,TEMPLE VIEW DRIVE,TEMPLE VIEW COPSE,Páirc Radharc an Teampaill
TEMPLE VIEW PLACE,6,3,1,4,4,115,missing,1994,313307,TEMPLE VIEW PARK,missing,Plás Radharc an Teampaill
TEMPLE VIEW RISE,6,3,1,4,4,235,missing,1994,313302,TEMPLE VIEW GREEN,missing,Ard Radharc an Tempaill
TEMPLE VIEW ROW,5,3,1,4,4,150,missing,1994,313307,TEMPLE VIEW GREEN,missing,Rae Radharc an Teampaill
TEMPLE VIEW SQUARE,6,3,1,4,4,67,missing,1994,313307,TEMPLE VIEW PARK,missing,Cearnóg Radharc an Teampaill
TEMPLE VIEW VALE,6,3,1,4,4,25,missing,1994,313302,TEMPLE VIEW RISE,missing,Gleann Radharc an Teampaill
TEMPLE VIEW WALK,6,3,1,4,4,95,missing,1994,313302,TEMPLE VIEW GREEN,missing,Siúlán Radharc an Teampaill
TEMPLE VIEW WAY,6,3,1,4,4,95,missing,1994,313302,TEMPLE VIEW GREEN,missing,Bealach Radharc an Teampaill
TEMPLEMORE AVENUE,6,5,3,5,18,223,missing,0,332815,VERNON GROVE,HIGHFIELD ROAD,Ascaill Teampall Mór
TEMPLEOGUE ROAD,1.5,4,1,13,21,1215,N081,0,332818,TERENURE ROAD WEST,CO BORO BDY,Bóthar Tígh Mallóg
TERENURE PARK,6,4,3,12,20,258,missing,0,332813,TERENURE ROAD WEST,EATON ROAD,Páirc Tor Fhionnabhair
TERENURE PLACE,1.5,4,1,R09,R18,85,N081,0,332818,TEMPLEOGUE ROAD,RATHFARNHAM ROAD,Plás Tor Fhionnabhair
TERENURE ROAD EAST,2,5,1,R09,R20,635,R114,0,332814,RATHFARNHAM ROAD,ASWELL ROAD,missing
TERENURE ROAD NORTH,1.5,4,1,R01,R10,532,N081,0,332814,TERENURE PLACE,BRIGHTON SQUARE SOUTH,missing
TERENURE ROAD WEST,2,4,1,R09,R18,1034,R818,0,332812,TEMPLEOGUE ROAD,LOWER KIMMAGE ROAD,missing
THE BELFRY,6,4,1,5,13,75,missing,1992,326311,INCHICORE ROAD,missing,An Clogtheach
THE CLOISTERS,6,4,2,12,20,663,missing,0,,MOUNT TALLANT AVE.,missing,missing
THE COOMBE,2,4,1,R04,R04,485,R110,0,313218,PIMLICO,DEAN STREET,An Com
THE COURT,6,3,1,12,12,0,missing,1991,,BETTYGLEN,missing,missing
THE COURT,6,3,1,13,13,0,missing,0,313222,HIGH PARK,missing,missing
THE CRESCENT,6,3,2,13,13,81,missing,0,,GRIFFITH DOWNS,missing,missing
THE GLEN,6,3,3,12,12,0,missing,0,,BETTYGLEN,missing,missing
THE GROVE,6,5,1,17,30,44,missing,0,313218,BEACH AVE,missing,missing
THE GROVE,6,3,2,12,12,0,missing,0,,BETTYGLEN,missing,missing
THE GROVE,6,3,2,13,13,59,missing,0,,GRIFFITH DOWNS,missing,missing
THE HAVEN,6,1,1,14,22,122,missing,0,,MOBHI ROAD,missing,missing
THE HOLE IN THE WALL ROAD,3,3,3,5,5,960,missing,0,313303,GRANGE ROAD,CO. BDY,missing
THE HOLE IN THE WALL ROAD,3,3,1,5,5,140,missing,0,313303,GRANGE ROAD,CO. BDY,missing
THE LAURELS,6,4,2,12,20,270,missing,0,,TERENURE ROAD WEST,missing,Na Labhrais
THE LAWN,6,2,1,1,1,28,missing,0,313117,"CHURCH ROAD, FINGLAS",missing,An Phlasóg
THE LAWN,6,2,2,1,1,159,missing,0,313117,CHURCH ROAD,missing,An Phlasóg
THE LAWNS,6,5,1,15,7,90,missing,0,326320,PETER PLACE,missing,missing
THE MEADOWS,6,3,1,16,16,149,missing,0,,HOWTH ROAD,missing,Na Cluanta
THE MEWS,6,3,1,15,15,0,missing,0,,CASTLE AVENUE,missing,An Eachlann
THE OAKS,6,3,1,16,16,212,missing,0,319912,CLONTARF ROAD,missing,missing
THE ORCHARD,6,3,1,14,14,96,missing,0,319805,MIDDLE THIRD,missing,An úlloird
THE PADDOCK,6,1,1,9,17,479,missing,0,319604,BLACKHORSE AVENUE,missing,An Peadac
THE PINES,6,3,1,14,14,0,missing,0,313218,VENETIAN HALL,missing,missing
THE RISE,6,2,1,8,8,36,missing,0,,GRIFFITH AVENUE,missing,An árd
THE RISE,5,2,1,8,8,410,missing,0,,GRIFFITH AVENUE,missing,An árd
THE SQUARE,6,5,2,18,31,164,missing,0,326413,IRISHTOWN ROAD,missing,An Chearnóg
STILES COURT,6,3,1,15,15,66,missing,1995,319815,THE STILES ROAD,missing,Cúirt na Strapaí
THE SWEEPSTAKES,6,5,1,,,0,missing,1990,326423,BALLSBRIDGE PARK,missing,missing
THE THATCH ROAD,5,3,2,6,6,520,missing,0,313222,BEAUMONT ROAD,COLLINS AVENUE,Bóthar Tighe Ceann Tuighe
THE VILLAGE,6,3,1,16,16,510,missing,0,319903,BETTYGLEN,missing,missing
THE WILLOWS,6,1,2,11,19,241,missing,0,319708,FINGLAS ROAD,missing,missing
THIRD AVENUE,6,4,3,2,2,52,missing,0,,SEVILLE PLACE,missing,missing
RIALTO COTTAGES-THIRD AVENUE,6,1,3,2,2,57,missing,0,,RIALTO STREET,missing,missing
THOMAS CLARKE HOUSE,6,1,2,15,8,88,missing,0,,BALLYBOUGH BRIDGE,missing,Teach Thomáis Uí Chléirigh
THOMAS COURT,2,4,1,R05,R05,183,R804,0,326309,THOMAS STREET,SCHOOL STREET,Cúirt Thomáis
THOMAS DAVIS STREET WEST,6,4,3,7,15,277,missing,0,326215,SAINT VINCENT STREET WEST,missing,missing
THOMAS DAVIS STREET SOUTH,5,4,1,6,6,88,missing,0,,JOHN DILLON STREET,FRANCIS STREET,missing
THOMAS MOORE ROAD,6,4,2,10,18,616,missing,0,332705,BALFE ROAD,missing,Bóthar Thomáis Uí Mhórdha
THOMAS STREET,3,5,2,18,31,23,missing,0,326413,BRIDGE STREET,IRISHTOWN ROAD,missing
THOMAS STREET,3,5,1,18,31,62,missing,0,326413,BRIDGE STREET,IRISHTOWN ROAD,missing
THOMAS STREET,2,4,1,R02,R02,242,R810,0,,WALTING STREET,BRIDGEFOOT STREET JUNCTION,missing
THOMOND ROAD,6,4,2,4,12,617,missing,0,326213,LANDEN ROAD,MUSKERRY ROAD,missing
THOMOND ROAD,3,4,2,4,12,126,missing,0,326213,LANDEN ROAD,MUSKERRY ROAD,missing
THOMPSON COTTAGES,6,1,3,9,9,65,missing,0,,SUMMER HILL,RUTLAND PLACE,Iostáin Mhic Tomáis
THOR PLACE,6,1,3,1,1,250,missing,0,326303,SWORDS STREET,ASHFORD STREET,Plás Tór
THORNCASTLE STREET,4,5,1,18,31,211,missing,0,,BRIDGE STREET,YORK STREET,Sráid Clárfhada
THORNCASTLE STREET,3,5,1,18,31,98,missing,0,,BRIDGE STREET,YORK STREET,Sráid Clárfhada
THORNDALE AVENUE,6,3,2,8,8,237,missing,0,313224,THORNDALE LAWN,missing,Ascaill Ghleann Sceiche
THORNDALE CRESCENT,6,3,2,8,8,89,missing,0,313224,THORNDALE AVENUE,missing,Corrán Ghleann Sceiche
THORNDALE DRIVE,6,3,2,8,8,304,missing,0,319804,ELMMOUNT ROAD,missing,Céide Ghleann Sceiche
THORNDALE GROVE,6,3,2,8,8,264,missing,0,319804,THORNDALE DRIVE,missing,Garrán Ghleann Sceiche
THORNDALE LAWN,6,3,2,8,8,201,missing,0,313224,ELMMOUNT ROAD,missing,Plasóg Ghleann Sceiche
THORNDALE PARK,6,3,2,8,8,121,missing,0,313224,THORNDALE LAWN,missing,Páirc Ghleann Sceiche
THORNVILLE AVENUE,6,3,2,12,12,632,missing,0,313319,THORNVILLE ROAD,missing,Ascaill Bailtín Sceiche
THORNVILLE DRIVE,6,3,2,12,12,433,missing,0,313319,THORNVILLE AVENUE,missing,Céide Bailtín Sceiche
THORNVILLE PARK,6,3,2,12,12,241,missing,0,313319,THORNVILLE AVENUE,missing,Páirc Bailtín Sceiche
THORNVILLE ROAD,6,3,2,12,12,433,missing,0,313319,KILBARRACK ROAD,GREENDALE ROAD,Bóthar Bailtín Sceiche
TINKERS COURT,6,1,4,12,12,15,missing,0,,PARNELL STREET,missing,missing
TINKERS COURT,6,1,2,12,12,50,missing,0,,PARNELL STREET,missing,missing
TIVOLI AVENUE,6,4,2,12,20,112,missing,0,332804,HAROLDS CROSS ROAD,missing,Ascaill Tíobhaile
TOLKA COTTAGES,6,2,1,6,6,240,missing,0,319703,OLD FINGLAS ROAD,missing,Iostáin Tolcan
TOLKA ESTATE ROAD,2,2,1,6,6,200,R102,0,319704,OLD FINGLAS ROAD,GRIFFITH ROAD,Bóthar Eastáit Tolcan
TOLKA ESTATE ROAD,6,2,1,6,6,649,missing,0,319704,OLD FINGLAS ROAD,GRIFFITH ROAD,Bóthar Eastáit Tolcan
TOLKA ESTATE ROAD,3,2,1,6,6,442,missing,0,319704,OLD FINGLAS ROAD,GRIFFITH ROAD,Bóthar Eastáit Tolcan
TOLKA ROAD,6,1,2,15,8,501,missing,0,319811,DISTILLERY ROAD,CLONCLIFFE ROAD,Bóthar Tolcan
TOLKA VALLEY ROAD,2,2,1,R07,R07,2534,R102,0,319801,RATHOATH ROAD,FINGLAS ROAD,Bóthar Ghleann an Tulcha
EAST LINK BRIDGE,2,1,1,R01,R01,150,R131,0,326408,NORTH WALL QUAY,TOLL BRIDGE ROAD,missing
TOLL BRIDGE ROAD,2,5,1,18,31,1085,R131,0,326408,TOLL BRIDGE,SOUTH LINK ROAD,missing
TONGUEFIELD ROAD,6,4,2,10,18,82,missing,0,332807,BLANNEY PARK,BANGOR ROAD,Bóthar na Teangan
TONLEGEE AVENUE,4,3,2,11,11,217,missing,0,313312,TONLEGEE ROAD,EDENMORE AVENUE,Ascaill Tón Le Gaoith
TONLEGEE DRIVE,3,3,2,11,11,381,missing,0,313311,TONLEGEE AVENUE,GLENFARNE ROAD,Céide Tón le Gaoith
TONLEGEE ROAD,6,3,3,R04,R04,98,missing,0,313311,RAHENY ROAD,MALAHIDE ROAD,Bóthar Tón le Gaoith
TONLEGEE ROAD,6,3,3,R04,R04,123,missing,0,313311,RAHENY ROAD,MALAHIDE ROAD,Bóthar Tón le Gaoith
TONLEGEE ROAD,2,3,2,R04,R04,1046,R104,0,313311,RAHENY ROAD,MALAHIDE ROAD,Bóthar Tón le Gaoith
TONLEGEE ROAD,2,3,1,R04,R04,922,R104,0,313311,RAHENY ROAD,MALAHIDE ROAD,Bóthar Tón le Gaoith
TORLOGH GARDENS,6,3,2,15,17,85,missing,0,,PHILIPSBORO AVENUE,missing,Gáirdíní Toirdhealbhach
TORLOGH PARADE,6,3,1,15,17,62,missing,0,319807,CROYDON GARDENS,GRIFFITH AVENUE,Paráid Toirdhealbhach
TOURMAKEADY ROAD,6,2,1,8,8,80,missing,0,313221,IVERAGH ROAD,INNISMAAN ROAD,Bóthar Túr Mic éidig
TOWER AVENUE,6,5,3,4,17,152,missing,0,332814,BRIGHTON ROAD,WHITTON ROAD,Ascaill an Túir
TOWER VIEW COTTAGES,6,1,2,11,19,101,missing,0,,FINGLAS ROAD,missing,Iostáin Radharc an Túir
TOWNSEND STREET,3,5,1,16,8,325,missing,0,326406,D'OLIER STREET,CREIGHTON STREET,Sráid Chnoc na Lobhar
TOWNSEND STREET,2,5,1,16,8,370,R802,0,326406,D'OLIER STREET,CREIGHTON STREET,Sráid Chnoc na Lobhar
TRAMWAY COTTAGES,7,1,2,12,20,44,missing,0,319719,OPPOSITE BOHEMIAN CINEMA PHIBSBOROUGH ROAD,missing,missing
TRANQUILITY GROVE,6,3,2,9,9,334,missing,0,313214,KILMORE ROAD,ALDRIN WALK,Garrán an tSuaimhnis
TRAYNOR PLACE,6,4,1,2,2,169,missing,0,,O'REILLY AVENUE,CEANNT FORT,Plás Mhic Tréinfir
TRIM ROAD,6,3,2,7,7,92,missing,0,313213,KILBARRON ROAD,missing,Bóthar átha Troim
TRINITY STREET,4,5,1,13,5,79,missing,0,326310,COLLEGE GREEN,SAINT ANDREWS STREET,Sráid na Tríonóide
TRINITY TERRACE,7,1,2,8,8,59,missing,0,319817,CLONCLIFFE ROAD,missing,missing
TRITONVILLE AVENUE,6,5,3,17,30,67,missing,0,326414,CRANFIELD PLACE,missing,Ascaill Tritonville
TRITONVILLE COURT,6,5,2,17,30,142,missing,0,326419,TRITONVILLE ROAD,missing,Cúirt Tritonville
TRITONVILLE CRESCENT,7,5,3,17,30,125,missing,0,,SANDYMOUNT ROAD,TRITONVILLE ROAD,Corrán Tritonville
TRITONVILLE ROAD,3,5,1,17,30,458,missing,0,326414,SERPENTINE ROAD,LONDONBRIDGE ROAD,Bóthar Tritonvillebhil
TRITONVILLE ROAD,3,5,2,17,30,27,missing,0,326414,SERPENTINE ROAD,LONDONBRIDGE ROAD,Bóthar Tritonvillebhil
TRITONVILLE ROAD,3,5,1,17,30,192,missing,0,326414,SERPENTINE ROAD,LONDONBRIDGE ROAD,Bóthar Tritonvillebhil
TUDOR ROAD,6,5,3,8,21,206,missing,0,332906,COWPER GARDENS,PARK DRIVE,Bóthar Tudor
TURVEY AVENUE,4,4,3,7,15,215,missing,0,326311,EMMET ROAD,missing,Ascaill Tuirbhe
TUSCANY DOWNS,6,3,1,12,12,412,missing,0,313317,RAHENY ROAD,missing,Mulláin Tuscany
TYRCONNELL PARK,6,4,2,5,13,694,missing,0,326215,TYRCONNELL ROAD,RAILWAY STREET,Páirc Thír Chonaill
TYRCONNELL ROAD,2,4,1,R02,R11,757,R839,0,326215,EMMETT ROAD,NAAS ROAD,Bóthar Thír Chonaill
TYRCONNELL STREET,6,4,2,7,15,101,missing,0,326215,TYRCONNELL ROAD,missing,Sráid Thír Chonaill
TYRRELL PLACE,6,1,2,9,9,29,missing,0,326408,FITZWILLIAM STREET,PARKVIEW PLACE,missing
ULSTER STREET,6,1,3,12,20,144,missing,0,319714,CONNAUGHT STREET,LEINSTER STREET SOUTH,Sráid Uladh
UPPER CROSS ROAD,6,4,2,3,3,240,missing,0,326317,HERBERTON ROAD,NEW IRELAND ROAD,Bóthar Uachtar Croise
USHER STREET,4,4,1,5,5,197,missing,0,,USHER QUAY,BRIDGEFOOT QUAY,Sráid úiséar
USHER'S ISLAND,1,4,1,R09,R09,249,N004,0,326308,WATLING STREET,USHERS QUAY,missing
USHERS LANE,7,4,2,5,5,37,missing,0,,USHER'S QUAY,missing,missing
USHER'S QUAY,1,4,1,R09,R09,327,N004,0,326309,BRIDGEFOOT STREET,BRIDGE STREET LOWER,missing
VALENTIA PARADE,6,1,1,4,4,114,missing,0,319720,INNSFALLEN PARADE,NORTH CIRCULAR ROAD,Paráid Béalinse
VALENTIA ROAD,6,1,2,14,22,273,missing,0,,HOMEFARM ROAD,GRIFFITH AVENUE,Bóthar Béalinse
VALEVIEW CRESCENT,6,2,1,5,5,117,missing,0,313120,SAINT HELENAS ROAD,missing,Corrán Ghleannradharc
VALEVIEW DRIVE,6,2,1,5,5,282,missing,0,313121,SAINT HELENAS ROAD,missing,Céide Ghleannradharc
VALEVIEW GARDENS,6,2,1,5,5,185,missing,0,313121,SAINT HELENAS ROAD,missing,Gairdíni Ghleannradharc
VALLEY PARK AVENUE,6,2,2,5,5,80,missing,0,313025,VALLEY PARK ROAD,missing,Ascaill Ghleann Pháirc
VALLEY PARK DRIVE,6,2,2,5,5,203,missing,0,313025,VALLEY PARK ROAD,missing,Céide Ghleann Pháirc
VALLEY PARK ROAD,6,2,2,5,5,421,missing,0,313025,VALLEY PARK ROAD,missing,Bóthar Ghleann Pháirc
VAUXHALL AVENUE,7,4,2,2,2,67,missing,0,,CORK STREET,ROSARY ROAD,Ascaill Vauxhall
VAVASOUR SQUARE,6,5,1,16,29,295,missing,0,326418,BATH AVENUE,missing,Cearnóg Bhabasúr
VENTRY DRIVE,3,1,2,11,19,89,missing,0,319712,RATHOATH ROAD,VENTRY PARK,Céide Fionntrá
VENTRY PARK,3,1,2,11,19,664,missing,0,319707,CARNLOUGH ROAD,missing,Páirc Fionntrá
VENTRY ROAD,6,1,2,11,19,154,missing,0,319712,VENTRY PARK,BROOMBRIDGE ROAD,Bóthar Fionntrá
VERGEMOUNT HALL,6,5,3,9,22,155,missing,0,,CLONSKEAGH ROAD,missing,Halla BriachChnoic
VERGEMOUNT PARK,6,5,1,9,22,121,missing,0,332907,CLONSKEAGH ROAD,missing,Páirc Briach Chnoic
VERNON AVENUE,4,3,1,16,16,569,missing,0,319906,CASTLE AVENUE,CLONTARF ROAD,Ascaill Bhearnon*
VERNON AVENUE,2,3,1,16,16,1125,R808,0,319906,CASTLE AVENUE,CLONTARF ROAD,Ascaill Bhearnon*
VERNON DRIVE,6,3,2,15,15,196,missing,0,319906,CASTLE AVENUE,missing,Céide Bhearnon
VERNON GARDENS,6,3,2,16,16,226,missing,0,319916,VERNON AVENUE,VERNON GROVE,Gairdíní Bhearnon
VERNON GROVE,6,5,2,5,5,66,missing,0,332810,FRANKFORD AVENUE,missing,Garrán Bhearnon
VERNON GROVE,6,5,1,5,5,115,missing,0,332810,FRANKFORD AVENUE,missing,Garrán Bhearnon
VERNON GROVE,6,3,2,5,18,35,missing,0,319916,CLONTARF PARK,KINCORA ROAD,Garrán Bhearnon
VERNON GROVE,6,3,3,5,18,263,missing,0,319916,CLONTARF PARK,KINCORA ROAD,Garrán Bhearnon
VERNON PARK,6,3,2,16,16,316,missing,0,319911,VERNON AVENUE,missing,Páirc Bhearnon
VERNON RISE,6,3,2,15,15,190,missing,0,319906,FURRY PARK ROAD,missing,árd Bhearnon
VERNON STREET,6,5,1,11,3,102,missing,0,,ARNOTT STREET,missing,Sráid Bhearnon
